OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,,
SO - 0010012,5/22/2015,24,Wholesale,GBP,NXH382,10,6,5,"2,733.60","13,668.00","1,448.81",,
SO - 0010596,5/22/2015,165,Wholesale,GBP,GUT930,13,26,7,"2,338.30","16,368.10","1,823.87",,
SO - 000213,5/23/2015,155,Wholesale,GBP,AXW291,70,16,7,"1,715.20","12,006.40",857.60,,
SO - 0001410,5/23/2015,139,Distributor,GBP,AXW291,1,14,7,180.90,"1,266.30",85.02,,
SO - 0003340,5/23/2015,94,Wholesale,GBP,AXW291,16,14,7,891.10,"6,237.70",543.57,,
SO - 0006566,5/23/2015,40,Wholesale,GBP,AXW291,48,15,5,194.30,971.50,102.98,,
SO - 0006715,5/23/2015,106,Wholesale,GBP,AXW291,37,13,9,"3,912.80","35,215.20","3,325.88",,
SO - 0007039,5/23/2015,152,Wholesale,GBP,AXW291,75,13,10,"2,318.20","23,182.00","1,530.01",,
SO - 0003258,5/24/2015,82,Wholesale,GBP,AXW291,60,19,11,"5,788.80","63,676.80","2,952.29",,
SO - 0004097,5/24/2015,119,Wholesale,GBP,AXW291,41,14,6,"1,152.40","6,914.40",645.34,,
SO - 0005028,5/24/2015,41,Distributor,GBP,AXW291,37,8,5,"5,132.20","25,661.00","3,028.00",,
SO - 0005298,5/24/2015,94,Distributor,GBP,AXW291,47,16,7,"2,586.20","18,103.40","2,068.96",,
SO - 0009745,5/24/2015,55,Export,GBP,FLR025,60,25,7,201.00,"1,407.00",98.49,,
SO - 0008953,5/24/2015,46,Distributor,GBP,AXW291,16,14,10,"3,711.80","37,118.00","2,524.02",,
SO - 000520,5/25/2015,76,Wholesale,GBP,AXW291,74,29,6,"3,966.40","23,798.40","2,379.84",,
SO - 0003424,5/25/2015,149,Wholesale,GBP,AXW291,75,20,9,"2,244.50","20,200.50","1,391.59",,
SO - 0005190,5/25/2015,21,Wholesale,GBP,AXW291,69,4,7,"3,169.10","22,183.70","2,313.44",,
SO - 0006414,5/25/2015,173,Wholesale,GBP,AXW291,85,2,11,924.60,"10,170.60",591.74,,
SO - 0006619,5/25/2015,45,Distributor,GBP,AXW291,28,18,7,"1,996.60","13,976.20","1,397.62",,
SO - 0007301,5/25/2015,3,Wholesale,GBP,AXW291,40,15,11,207.70,"2,284.70",85.16,,
SO - 0007863,5/25/2015,140,Distributor,GBP,AXW291,37,1,5,"1,902.80","9,514.00","1,065.57",,
SO - 0010457,5/25/2015,56,Wholesale,GBP,AXW291,72,25,12,"1,762.10","21,145.20","1,497.79",,
SO - 0010261,5/25/2015,52,Wholesale,GBP,NXH382,53,4,12,"5,406.90","64,882.80","2,487.17",,
SO - 0008442,5/25/2015,17,Wholesale,GBP,AXW291,81,5,9,167.50,"1,507.50",130.65,,
SO - 000565,5/26/2015,40,Distributor,GBP,AXW291,34,3,10,"3,825.70","38,257.00","2,563.22",,
SO - 000925,5/26/2015,98,Wholesale,GBP,AXW291,67,25,6,"2,579.50","15,477.00","1,134.98",,
SO - 000963,5/26/2015,144,Wholesale,GBP,AXW291,12,25,12,"1,172.50","14,070.00",480.73,,
SO - 0001620,5/26/2015,86,Export,GBP,AXW291,23,14,7,"1,065.30","7,457.10",713.75,,
SO - 0004260,5/26/2015,34,Wholesale,GBP,AXW291,81,13,9,"5,587.80","50,290.20","2,738.02",,
SO - 0004495,5/26/2015,74,Export,GBP,AXW291,16,25,12,"1,299.80","15,597.60",714.89,,
SO - 0004743,5/26/2015,120,Wholesale,GBP,AXW291,43,4,11,984.90,"10,833.90",472.75,,
SO - 0004958,5/26/2015,52,Wholesale,GBP,AXW291,55,5,7,"1,038.50","7,269.50",498.48,,
SO - 0006012,5/26/2015,81,Wholesale,GBP,AXW291,23,22,8,227.80,"1,822.40",95.68,,
SO - 0006141,5/26/2015,130,Wholesale,GBP,AXW291,12,16,7,"1,098.80","7,691.60",560.39,,
SO - 0006949,5/26/2015,30,Distributor,GBP,AXW291,25,6,10,"1,192.60","11,926.00",954.08,,
SO - 0007674,5/26/2015,80,Wholesale,GBP,AXW291,63,26,6,"1,728.60","10,371.60","1,382.88",,
SO - 0007988,5/26/2015,71,Wholesale,GBP,AXW291,56,22,5,221.10,"1,105.50",145.93,,
SO - 0008977,5/26/2015,141,Wholesale,GBP,NXH382,53,26,5,"2,479.00","12,395.00","1,041.18",,
SO - 000564,5/27/2015,77,Wholesale,GBP,AXW291,38,15,5,857.60,"4,288.00",394.50,,
SO - 0006902,5/27/2015,104,Wholesale,GBP,AXW291,48,16,5,"1,005.00","5,025.00",592.95,,
SO - 0007024,5/27/2015,138,Export,GBP,AXW291,82,7,10,891.10,"8,911.00",561.39,,
SO - 0007474,5/27/2015,174,Wholesale,GBP,AXW291,82,10,10,"2,646.50","26,465.00","1,482.04",,
SO - 0008389,5/27/2015,120,Wholesale,GBP,AXW291,63,13,5,"1,929.60","9,648.00","1,485.79",,
SO - 0008317,5/27/2015,28,Export,GBP,GUT930,31,6,9,"3,484.00","31,356.00","2,891.72",,
SO - 0010193,5/27/2015,29,Distributor,GBP,GUT930,12,11,6,"1,011.70","6,070.20",495.73,,
SO - 000490,5/28/2015,159,Wholesale,GBP,AXW291,15,26,7,234.50,"1,641.50",187.60,,
SO - 0001764,5/28/2015,83,Wholesale,GBP,AXW291,14,20,9,187.60,"1,688.40",129.44,,
SO - 0002382,5/28/2015,160,Wholesale,GBP,AXW291,83,5,7,978.20,"6,847.40",401.06,,
SO - 0002919,5/28/2015,68,Export,GBP,AXW291,29,25,6,971.50,"5,829.00",806.35,,
SO - 0004672,5/28/2015,164,Distributor,GBP,AXW291,60,13,6,"1,721.90","10,331.40",929.83,,
SO - 0006632,5/28/2015,158,Export,GBP,AXW291,61,20,8,"3,939.60","31,516.80","2,954.70",,
SO - 0007137,5/28/2015,97,Wholesale,GBP,AXW291,62,15,7,"1,782.20","12,475.40","1,497.05",,
SO - 0007550,5/28/2015,15,Wholesale,GBP,AXW291,1,4,6,964.80,"5,788.80",578.88,,
SO - 0008739,5/28/2015,148,Wholesale,GBP,FLR025,65,14,9,837.50,"7,537.50",561.13,,
SO - 0009670,5/28/2015,167,Wholesale,GBP,AXW291,44,14,10,"1,085.40","10,854.00",662.09,,
SO - 0009254,5/28/2015,86,Distributor,GBP,AXW291,32,25,11,"2,391.90","26,310.90","1,530.82",,
SO - 0008376,5/28/2015,94,Wholesale,GBP,AXW291,21,13,8,214.40,"1,715.20",96.48,,
SO - 0002943,5/29/2015,81,Wholesale,GBP,AXW291,23,16,10,"5,661.50","56,615.00","2,660.91",,
SO - 0002955,5/29/2015,121,Distributor,GBP,AXW291,60,29,10,"1,051.90","10,519.00",767.89,,
SO - 0004201,5/29/2015,85,Wholesale,GBP,AXW291,1,1,7,"1,293.10","9,051.70","1,086.20",,
SO - 0004862,5/29/2015,158,Distributor,GBP,AXW291,74,23,9,"1,688.40","15,195.60","1,063.69",,
SO - 0005570,5/29/2015,99,Wholesale,GBP,AXW291,51,3,10,"1,118.90","11,189.00",861.55,,
SO - 0006180,5/29/2015,155,Wholesale,GBP,AXW291,59,25,12,"2,532.60","30,391.20","2,152.71",,
SO - 0007499,5/29/2015,149,Wholesale,GBP,AXW291,44,2,9,750.40,"6,753.60",637.84,,
SO - 0010190,5/29/2015,39,Wholesale,GBP,GUT930,38,6,9,"1,762.10","15,858.90","1,145.37",,
SO - 0004120,5/30/2015,69,Wholesale,GBP,AXW291,58,20,9,757.10,"6,813.90",325.55,,
SO - 0004176,5/30/2015,100,Distributor,GBP,AXW291,34,8,7,"3,309.80","23,168.60","2,647.84",,
SO - 0004274,5/30/2015,15,Wholesale,GBP,AXW291,79,9,12,"1,929.60","23,155.20","1,003.39",,
SO - 0005054,5/30/2015,15,Distributor,GBP,AXW291,22,29,12,"2,633.10","31,597.20","1,895.83",,
SO - 0006074,5/30/2015,87,Wholesale,GBP,AXW291,81,6,5,"2,438.80","12,194.00","1,926.65",,
SO - 0006105,5/30/2015,38,Export,GBP,AXW291,29,14,11,"1,896.10","20,857.10",777.40,,
SO - 0006815,5/30/2015,72,Distributor,GBP,AXW291,31,21,8,"3,557.70","28,461.60","1,600.97",,
SO - 0008011,5/30/2015,31,Wholesale,GBP,AXW291,40,26,5,227.80,"1,139.00",127.57,,
SO - 0008811,5/30/2015,70,Distributor,GBP,GUT930,54,4,9,"5,587.80","50,290.20","4,637.87",,
SO - 0008168,5/30/2015,15,Wholesale,GBP,AXW291,21,4,7,"5,822.30","40,756.10","4,541.39",,
SO - 0001294,5/31/2015,128,Wholesale,GBP,AXW291,7,17,8,"5,058.50","40,468.00","2,782.18",,
SO - 0001547,5/31/2015,78,Export,GBP,AXW291,42,14,5,"1,768.80","8,844.00","1,220.47",,
SO - 0004447,5/31/2015,75,Wholesale,GBP,AXW291,72,30,12,"1,005.00","12,060.00",623.10,,
SO - 0006453,5/31/2015,99,Distributor,GBP,AXW291,74,15,6,"5,755.30","34,531.80","4,776.90",,
SO - 0009575,5/31/2015,92,Export,GBP,GUT930,51,6,8,"2,666.60","21,332.80","2,239.94",,
SO - 0009404,5/31/2015,10,Wholesale,GBP,AXW291,61,25,7,"1,031.80","7,222.60",474.63,,
SO - 0008605,5/31/2015,53,Export,GBP,GUT930,29,23,9,"6,438.70","57,948.30","4,185.16",,
SO - 000470,6/1/2015,99,Wholesale,GBP,AXW291,54,19,11,"2,613.00","28,743.00","1,332.63",,
SO - 0001847,6/1/2015,57,Wholesale,GBP,AXW291,49,8,5,"1,038.50","5,192.50",716.57,,
SO - 0002221,6/1/2015,46,Distributor,GBP,AXW291,10,11,11,"1,058.60","11,644.60",857.47,,
SO - 0002262,6/1/2015,26,Wholesale,GBP,AXW291,17,14,8,"1,132.30","9,058.40",702.03,,
SO - 0003014,6/1/2015,27,Export,GBP,AXW291,20,16,8,"3,289.70","26,317.60","2,039.61",,
SO - 0004443,6/1/2015,143,Export,GBP,AXW291,22,21,6,"1,983.20","11,899.20","1,269.25",,
SO - 0004953,6/1/2015,50,Wholesale,GBP,AXW291,63,7,10,"1,145.70","11,457.00",458.28,,
SO - 0005144,6/1/2015,112,Distributor,GBP,AXW291,32,25,11,964.80,"10,612.80",685.01,,
SO - 0005206,6/1/2015,113,Wholesale,GBP,AXW291,8,3,7,"5,038.40","35,268.80","2,418.43",,
SO - 0006448,6/1/2015,106,Wholesale,GBP,AXW291,19,17,9,"6,190.80","55,717.20","3,900.20",,
SO - 0010476,6/1/2015,125,Wholesale,GBP,FLR025,37,16,7,"3,618.00","25,326.00","2,026.08",,
SO - 000280,6/2/2015,1,Wholesale,GBP,AXW291,83,17,9,"1,139.00","10,251.00",933.98,,
SO - 0002295,6/2/2015,128,Wholesale,GBP,AXW291,7,16,5,"2,331.60","11,658.00","1,468.91",,
SO - 0003531,6/2/2015,102,Wholesale,GBP,AXW291,3,6,11,"1,902.80","20,930.80","1,046.54",,
SO - 0005365,6/2/2015,161,Wholesale,GBP,AXW291,45,8,9,"1,051.90","9,467.10",557.51,,
SO - 0010639,6/2/2015,149,Distributor,GBP,NXH382,49,30,10,"1,011.70","10,117.00",799.24,,
SO - 0010255,6/2/2015,70,Wholesale,GBP,AXW291,85,1,12,"1,112.20","13,346.40",611.71,,
SO - 000341,6/3/2015,150,Export,GBP,AXW291,43,22,12,"2,231.10","26,773.20","1,093.24",,
SO - 0002185,6/3/2015,157,Wholesale,GBP,AXW291,6,8,9,"1,165.80","10,492.20",920.98,,
SO - 0004014,6/3/2015,13,Wholesale,GBP,AXW291,47,7,11,"1,112.20","12,234.20",500.49,,
SO - 0006493,6/3/2015,146,Export,GBP,AXW291,54,22,9,"1,031.80","9,286.20",753.21,,
SO - 0008332,6/3/2015,142,Wholesale,GBP,FLR025,66,5,10,"5,668.20","56,682.00","3,344.24",,
SO - 0009181,6/3/2015,11,Wholesale,GBP,AXW291,8,5,11,"1,098.80","12,086.80",922.99,,
SO - 0010637,6/3/2015,79,Wholesale,GBP,NXH382,50,25,8,837.50,"6,700.00",711.88,,
SO - 0008537,6/3/2015,90,Distributor,GBP,AXW291,48,15,6,180.90,"1,085.40",101.30,,
SO - 0002601,6/4/2015,11,Wholesale,GBP,AXW291,8,20,12,"6,137.20","73,646.40","3,375.46",,
SO - 0004512,6/4/2015,148,Wholesale,GBP,AXW291,76,5,5,"2,010.00","10,050.00",944.70,,
SO - 0008976,6/4/2015,25,Wholesale,GBP,GUT930,7,10,6,254.60,"1,527.60",155.31,,
SO - 0009008,6/4/2015,23,Wholesale,GBP,AXW291,73,1,8,"1,849.20","14,793.60","1,275.95",,
SO - 000729,6/5/2015,70,Distributor,GBP,AXW291,24,14,9,254.60,"2,291.40",201.13,,
SO - 0001651,6/5/2015,121,Export,GBP,AXW291,84,13,7,"3,845.80","26,920.60","2,999.72",,
SO - 0001928,6/5/2015,139,Wholesale,GBP,AXW291,49,3,9,"1,855.90","16,703.10","1,521.84",,
SO - 0005836,6/5/2015,130,Wholesale,GBP,AXW291,38,1,12,670.00,"8,040.00",569.50,,
SO - 0007176,6/5/2015,61,Export,GBP,AXW291,45,26,7,"5,125.50","35,878.50","3,792.87",,
SO - 0009437,6/5/2015,97,Distributor,GBP,AXW291,78,14,9,"1,072.00","9,648.00",728.96,,
SO - 0008742,6/5/2015,112,Wholesale,GBP,FLR025,58,15,8,"5,654.80","45,238.40","3,166.69",,
SO - 0003108,6/6/2015,128,Export,GBP,AXW291,66,2,6,"1,125.60","6,753.60",529.03,,
SO - 0003217,6/6/2015,89,Wholesale,GBP,AXW291,75,17,9,234.50,"2,110.50",93.80,,
SO - 0005782,6/6/2015,121,Export,GBP,AXW291,41,9,6,"1,132.30","6,793.80",611.44,,
SO - 0006948,6/6/2015,125,Wholesale,GBP,AXW291,48,14,11,"1,943.00","21,373.00","1,262.95",,
SO - 0008888,6/6/2015,67,Wholesale,GBP,GUT930,82,26,6,"1,058.60","6,351.60",793.95,,
SO - 0010287,6/6/2015,100,Wholesale,GBP,AXW291,56,18,10,"4,013.30","40,133.00","3,210.64",,
SO - 0008125,6/6/2015,117,Distributor,GBP,GUT930,11,14,10,"3,731.90","37,319.00","2,948.20",,
SO - 000935,6/7/2015,174,Distributor,GBP,AXW291,28,9,6,"2,546.00","15,276.00","1,120.24",,
SO - 0001195,6/7/2015,93,Wholesale,GBP,AXW291,61,26,6,"5,112.10","30,672.60","2,913.90",,
SO - 0006989,6/7/2015,89,Distributor,GBP,AXW291,21,25,12,864.30,"10,371.60",535.87,,
SO - 0009317,6/7/2015,67,Export,GBP,AXW291,13,1,11,"5,983.10","65,814.10","2,871.89",,
SO - 0009604,6/7/2015,95,Export,GBP,AXW291,16,8,9,"1,051.90","9,467.10",820.48,,
SO - 0010646,6/7/2015,39,Distributor,GBP,FLR025,30,18,7,"1,179.20","8,254.40",554.22,,
SO - 000340,6/8/2015,3,Distributor,GBP,AXW291,17,6,7,"6,157.30","43,101.10","4,556.40",,
SO - 0002501,6/8/2015,124,Distributor,GBP,AXW291,35,4,10,844.20,"8,442.00",574.06,,
SO - 0004417,6/8/2015,99,Wholesale,GBP,AXW291,9,26,12,"3,772.10","45,265.20","2,112.38",,
SO - 0009865,6/8/2015,25,Wholesale,GBP,FLR025,52,1,8,"2,485.70","19,885.60","1,168.28",,
SO - 0009892,6/8/2015,73,Wholesale,GBP,NXH382,77,15,9,"1,869.30","16,823.70","1,046.81",,
SO - 0010284,6/8/2015,139,Distributor,GBP,GUT930,40,26,9,864.30,"7,778.70",406.22,,
SO - 0009597,6/8/2015,124,Wholesale,GBP,GUT930,28,26,5,"1,118.90","5,594.50",492.32,,
SO - 0001313,6/9/2015,25,Wholesale,GBP,AXW291,57,12,9,180.90,"1,628.10",85.02,,
SO - 0001366,6/9/2015,166,Export,GBP,AXW291,38,3,8,"3,872.60","30,980.80","2,672.09",,
SO - 0002027,6/9/2015,119,Distributor,GBP,AXW291,55,3,8,"3,383.50","27,068.00","2,672.97",,
SO - 0002114,6/9/2015,129,Distributor,GBP,AXW291,70,2,9,"3,510.80","31,597.20","2,211.80",,
SO - 0002989,6/9/2015,95,Wholesale,GBP,AXW291,5,3,6,951.40,"5,708.40",418.62,,
SO - 0007895,6/9/2015,95,Distributor,GBP,AXW291,36,14,5,"3,571.10","17,855.50","2,499.77",,
SO - 0009310,6/9/2015,53,Wholesale,GBP,AXW291,83,5,12,"2,452.20","29,426.40","1,642.97",,
SO - 0002883,6/10/2015,171,Wholesale,GBP,AXW291,52,30,9,"2,599.60","23,396.40","1,221.81",,
SO - 0003975,6/10/2015,15,Wholesale,GBP,AXW291,29,25,11,234.50,"2,579.50",98.49,,
SO - 0005312,6/10/2015,44,Wholesale,GBP,AXW291,79,18,5,971.50,"4,857.50",650.91,,
SO - 0005598,6/10/2015,99,Wholesale,GBP,AXW291,15,26,7,268.00,"1,876.00",182.24,,
SO - 0005800,6/10/2015,175,Wholesale,GBP,AXW291,77,25,9,"4,006.60","36,059.40","3,325.48",,
SO - 0005975,6/10/2015,13,Wholesale,GBP,AXW291,9,26,11,931.30,"10,244.30",754.35,,
SO - 0007191,6/10/2015,152,Distributor,GBP,AXW291,41,5,9,"1,078.70","9,708.30",722.73,,
SO - 0009911,6/10/2015,78,Distributor,GBP,AXW291,1,17,5,911.20,"4,556.00",446.49,,
SO - 0008603,6/10/2015,20,Wholesale,GBP,GUT930,50,1,10,"1,842.50","18,425.00","1,087.08",,
SO - 000370,6/11/2015,141,Distributor,GBP,AXW291,27,1,5,911.20,"4,556.00",610.50,,
SO - 0003146,6/11/2015,94,Distributor,GBP,AXW291,1,27,11,"5,983.10","65,814.10","3,111.21",,
SO - 0003767,6/11/2015,32,Wholesale,GBP,AXW291,17,27,8,"3,892.70","31,141.60","2,063.13",,
SO - 0005267,6/11/2015,86,Wholesale,GBP,AXW291,5,17,6,"2,345.00","14,070.00","1,195.95",,
SO - 0006602,6/11/2015,132,Wholesale,GBP,AXW291,81,4,8,"1,855.90","14,847.20","1,410.48",,
SO - 0008010,6/11/2015,48,Wholesale,GBP,AXW291,23,3,5,"3,912.80","19,564.00","2,856.34",,
SO - 0008035,6/11/2015,10,Wholesale,GBP,AXW291,15,26,8,221.10,"1,768.80",159.19,,
SO - 0010749,6/11/2015,128,Wholesale,GBP,NXH382,81,13,6,167.50,"1,005.00",125.63,,
SO - 0009565,6/11/2015,116,Wholesale,GBP,NXH382,68,13,5,"1,829.10","9,145.50","1,207.21",,
SO - 0002557,6/12/2015,44,Distributor,GBP,AXW291,15,18,8,"4,006.60","32,052.80","1,843.04",,
SO - 0004763,6/12/2015,6,Export,GBP,AXW291,33,5,7,837.50,"5,862.50",653.25,,
SO - 0005218,6/12/2015,48,Wholesale,GBP,AXW291,69,25,10,"3,872.60","38,726.00","2,517.19",,
SO - 0005548,6/12/2015,135,Wholesale,GBP,AXW291,62,4,8,"3,819.00","30,552.00","2,635.11",,
SO - 0006355,6/12/2015,107,Wholesale,GBP,AXW291,18,29,9,"1,118.90","10,070.10",525.88,,
SO - 0006408,6/12/2015,18,Export,GBP,AXW291,82,27,12,"2,532.60","30,391.20","2,000.75",,
SO - 0009732,6/12/2015,48,Wholesale,GBP,AXW291,41,17,11,871.00,"9,581.00",540.02,,
SO - 0010024,6/12/2015,25,Distributor,GBP,AXW291,69,15,5,"1,092.10","5,460.50",775.39,,
SO - 0008665,6/12/2015,164,Wholesale,GBP,AXW291,72,20,5,"1,132.30","5,661.50",702.03,,
SO - 0009914,6/12/2015,145,Distributor,GBP,NXH382,75,25,11,"3,926.20","43,188.20","1,688.27",,
SO - 000413,6/13/2015,143,Wholesale,GBP,AXW291,37,17,9,"1,889.40","17,004.60","1,398.16",,
SO - 000990,6/13/2015,129,Wholesale,GBP,AXW291,50,10,5,"1,065.30","5,326.50",649.83,,
SO - 0001826,6/13/2015,75,Wholesale,GBP,AXW291,66,25,7,"2,458.90","17,212.30","1,524.52",,
SO - 0003892,6/13/2015,67,Distributor,GBP,AXW291,30,1,7,"1,916.20","13,413.40",804.80,,
SO - 0005819,6/13/2015,46,Distributor,GBP,AXW291,56,14,10,"3,711.80","37,118.00","2,524.02",,
SO - 0006991,6/13/2015,72,Wholesale,GBP,AXW291,85,26,8,"1,132.30","9,058.40",894.52,,
SO - 0008069,6/13/2015,155,Export,GBP,AXW291,22,5,8,"6,505.70","52,045.60","5,139.50",,
SO - 0009077,6/13/2015,99,Export,GBP,AXW291,32,28,7,696.80,"4,877.60",383.24,,
SO - 0001906,6/14/2015,48,Wholesale,GBP,AXW291,11,5,11,"1,293.10","14,224.10","1,021.55",,
SO - 0003040,6/14/2015,20,Export,GBP,AXW291,74,4,11,"2,854.20","31,396.20","2,426.07",,
SO - 0004289,6/14/2015,154,Wholesale,GBP,AXW291,43,22,8,"2,626.40","21,011.20","1,391.99",,
SO - 0004948,6/14/2015,111,Wholesale,GBP,AXW291,1,19,5,"3,953.00","19,765.00","2,648.51",,
SO - 0006111,6/14/2015,39,Export,GBP,AXW291,61,14,11,"2,211.00","24,321.00","1,216.05",,
SO - 0007802,6/14/2015,69,Distributor,GBP,AXW291,65,14,11,"1,963.10","21,594.10","1,668.64",,
SO - 0008066,6/14/2015,157,Distributor,GBP,AXW291,23,24,10,"3,906.10","39,061.00","3,281.12",,
SO - 0010274,6/14/2015,17,Wholesale,GBP,FLR025,70,14,5,"1,025.10","5,125.50",563.81,,
SO - 0008196,6/14/2015,98,Wholesale,GBP,GUT930,37,1,11,"3,953.00","43,483.00","3,320.52",,
SO - 0010779,6/14/2015,74,Distributor,GBP,NXH382,67,19,7,"1,252.90","8,770.30",764.27,,
SO - 0001766,6/15/2015,121,Distributor,GBP,AXW291,44,13,7,"1,005.00","7,035.00",824.10,,
SO - 0004035,6/15/2015,132,Distributor,GBP,AXW291,12,17,6,"5,815.60","34,893.60","4,129.08",,
SO - 0004819,6/15/2015,110,Distributor,GBP,AXW291,80,2,11,"1,929.60","21,225.60","1,447.20",,
SO - 0005592,6/15/2015,105,Wholesale,GBP,AXW291,21,4,9,"1,098.80","9,889.20",922.99,,
SO - 0008229,6/15/2015,38,Distributor,GBP,AXW291,53,13,10,227.80,"2,278.00",166.29,,
SO - 0009105,6/15/2015,75,Distributor,GBP,AXW291,73,2,9,"1,112.20","10,009.80",800.78,,
SO - 0009574,6/15/2015,29,Distributor,GBP,FLR025,43,25,5,"2,472.30","12,361.50","1,928.39",,
SO - 0001462,6/16/2015,102,Distributor,GBP,AXW291,58,14,5,"5,038.40","25,192.00","2,720.74",,
SO - 0003940,6/16/2015,133,Wholesale,GBP,AXW291,36,14,11,"2,010.00","22,110.00","1,447.20",,
SO - 0003984,6/16/2015,16,Wholesale,GBP,AXW291,63,26,11,"1,996.60","21,962.60","1,697.11",,
SO - 0005648,6/16/2015,48,Distributor,GBP,AXW291,3,5,6,"2,626.40","15,758.40","1,785.95",,
SO - 0006143,6/16/2015,5,Distributor,GBP,AXW291,42,25,6,"3,390.20","20,341.20","1,966.32",,
SO - 0006596,6/16/2015,173,Wholesale,GBP,AXW291,51,25,6,"2,445.50","14,673.00","1,980.86",,
SO - 0007770,6/16/2015,149,Wholesale,GBP,AXW291,20,17,12,"2,391.90","28,702.80",956.76,,
SO - 0010726,6/16/2015,142,Wholesale,GBP,NXH382,8,20,9,"3,973.10","35,757.90","2,185.21",,
SO - 0002271,6/17/2015,14,Export,GBP,AXW291,47,16,6,268.00,"1,608.00",120.60,,
SO - 0002947,6/17/2015,41,Wholesale,GBP,AXW291,5,15,8,"2,432.10","19,456.80",972.84,,
SO - 0002975,6/17/2015,79,Wholesale,GBP,AXW291,23,1,7,"2,324.90","16,274.30","1,371.69",,
SO - 0004706,6/17/2015,42,Wholesale,GBP,AXW291,72,11,6,"2,418.70","14,512.20","1,330.29",,
SO - 0006732,6/17/2015,31,Distributor,GBP,AXW291,48,25,7,201.00,"1,407.00",164.82,,
SO - 0007151,6/17/2015,26,Export,GBP,AXW291,58,8,9,964.80,"8,683.20",520.99,,
SO - 0001234,6/18/2015,70,Wholesale,GBP,AXW291,78,15,8,"4,006.60","32,052.80","2,283.76",,
SO - 0002029,6/18/2015,65,Wholesale,GBP,AXW291,1,21,5,"1,078.70","5,393.50",550.14,,
SO - 0002162,6/18/2015,137,Wholesale,GBP,AXW291,61,4,9,"1,179.20","10,612.80",837.23,,
SO - 0002340,6/18/2015,84,Export,GBP,AXW291,57,27,5,"3,289.70","16,448.50","1,776.44",,
SO - 0002486,6/18/2015,6,Distributor,GBP,AXW291,78,14,7,"1,045.20","7,316.40",721.19,,
SO - 0003846,6/18/2015,158,Distributor,GBP,AXW291,59,3,10,958.10,"9,581.00",488.63,,
SO - 0004091,6/18/2015,68,Wholesale,GBP,AXW291,41,7,10,180.90,"1,809.00",86.83,,
SO - 0004535,6/18/2015,168,Wholesale,GBP,AXW291,5,6,12,"2,606.30","31,275.60","1,798.35",,
SO - 0004934,6/18/2015,67,Export,GBP,AXW291,24,9,5,174.20,871.00,128.91,,
SO - 0006374,6/18/2015,90,Wholesale,GBP,AXW291,60,20,8,"1,125.60","9,004.80",855.46,,
SO - 0007114,6/18/2015,30,Wholesale,GBP,AXW291,19,24,6,194.30,"1,165.80",157.38,,
SO - 0009845,6/18/2015,158,Export,GBP,GUT930,55,25,8,"3,886.00","31,088.00","2,331.60",,
SO - 0008625,6/18/2015,91,Wholesale,GBP,GUT930,75,29,7,"1,045.20","7,316.40",616.67,,
SO - 0003611,6/19/2015,8,Distributor,GBP,AXW291,34,12,11,"1,226.10","13,487.10",674.36,,
SO - 0006224,6/19/2015,44,Wholesale,GBP,AXW291,73,25,6,891.10,"5,346.60",605.95,,
SO - 0010752,6/19/2015,41,Export,GBP,NXH382,73,13,8,"2,653.20","21,225.60","1,167.41",,
SO - 000224,6/20/2015,135,Wholesale,GBP,AXW291,27,13,11,"6,298.00","69,278.00","4,534.56",,
SO - 0002184,6/20/2015,33,Export,GBP,AXW291,34,23,9,"1,125.60","10,130.40",866.71,,
SO - 0002377,6/20/2015,141,Export,GBP,AXW291,21,1,9,844.20,"7,597.80",455.87,,
SO - 0003428,6/20/2015,58,Distributor,GBP,AXW291,19,14,7,"4,020.00","28,140.00","2,251.20",,
SO - 0005532,6/20/2015,11,Wholesale,GBP,AXW291,76,25,11,"3,256.20","35,818.20","2,767.77",,
SO - 0006343,6/20/2015,97,Distributor,GBP,AXW291,72,18,10,"1,869.30","18,693.00","1,271.12",,
SO - 0006589,6/20/2015,167,Wholesale,GBP,AXW291,58,11,8,"3,028.40","24,227.20","1,423.35",,
SO - 0006835,6/20/2015,174,Export,GBP,AXW291,5,30,9,"3,973.10","35,757.90","2,661.98",,
SO - 0007842,6/20/2015,29,Wholesale,GBP,AXW291,70,14,9,"1,072.00","9,648.00",825.44,,
SO - 0009166,6/20/2015,163,Distributor,GBP,AXW291,2,15,5,777.20,"3,886.00",349.74,,
SO - 0010660,6/20/2015,166,Wholesale,GBP,AXW291,58,28,11,"5,246.10","57,707.10","3,042.74",,
SO - 0008861,6/20/2015,27,Export,GBP,GUT930,15,8,12,"2,291.40","27,496.80","1,695.64",,
SO - 0001129,6/21/2015,19,Distributor,GBP,AXW291,79,26,5,"5,112.10","25,560.50","3,271.74",,
SO - 0002851,6/21/2015,93,Export,GBP,AXW291,75,14,7,"2,485.70","17,399.90","1,466.56",,
SO - 0005121,6/21/2015,88,Wholesale,GBP,AXW291,34,30,6,"5,681.60","34,089.60","4,090.75",,
SO - 0006062,6/21/2015,27,Export,GBP,AXW291,8,14,12,"3,939.60","47,275.20","2,087.99",,
SO - 0006587,6/21/2015,43,Distributor,GBP,AXW291,18,15,12,194.30,"2,331.60",110.75,,
